specimen_code,genus,species,subfamily,split,image_path
casent0012838,Tetraponera,Tetraponera perlonga,pseudomyrmecinae,test,data/images/Tetraponera/casent0012838_p.jpg
casent0012841,Tetraponera,Tetraponera rakotonis,pseudomyrmecinae,train,data/images/Tetraponera/casent0012841_p.jpg
casent0012842,Tetraponera,Tetraponera hysterica,pseudomyrmecinae,train,data/images/Tetraponera/casent0012842_p.jpg
casent0012845,Tetraponera,Tetraponera mandibularis,pseudomyrmecinae,train,data/images/Tetraponera/casent0012845_p.jpg
casent0012850,Tetraponera,Tetraponera diana,pseudomyrmecinae,train,data/images/Tetraponera/casent0012850_p.jpg
casent0012851,Tetraponera,Tetraponera sahlbergii,pseudomyrmecinae,train,data/images/Tetraponera/casent0012851_p.jpg
casent0012854,Tetraponera,Tetraponera fictrix,pseudomyrmecinae,train,data/images/Tetraponera/casent0012854_p.jpg
casent0012858,Tetraponera,Tetraponera exasciata,pseudomyrmecinae,train,data/images/Tetraponera/casent0012858_p.jpg
casent0012861,Tetraponera,Tetraponera grandidieri,pseudomyrmecinae,train,data/images/Tetraponera/casent0012861_p.jpg
casent0016361,Monomorium,Monomorium xuthosoma,myrmicinae,train,data/images/Monomorium/casent0016361_p.jpg
casent0016783,Tapinoma,Tapinoma pallipes,dolichoderinae,train,data/images/Tapinoma/casent0016783_p.jpg
casent0017663,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,train,data/images/Aphaenogaster/casent0017663_p.jpg
casent0019207,Tetramorium,Tetramorium hobbit,myrmicinae,test,data/images/Tetramorium/casent0019207_p.jpg
casent0019273,Royidris,Royidris gravipuncta,myrmicinae,train,data/images/Royidris/casent0019273_p.jpg
casent0020200,Monomorium,Monomorium nigricans,myrmicinae,train,data/images/Monomorium/casent0020200_p.jpg
casent0020507,Monomorium,Monomorium xuthosoma,myrmicinae,train,data/images/Monomorium/casent0020507_p.jpg
casent0020786,Royidris,Royidris depilosa,myrmicinae,train,data/images/Royidris/casent0020786_p.jpg
casent0023410,Syllophopsis,Syllophopsis hildebrandti,myrmicinae,train,data/images/Syllophopsis/casent0023410_p.jpg
casent0025716,Monomorium,Monomorium chnodes,myrmicinae,train,data/images/Monomorium/casent0025716_p.jpg
casent0026710,Syllophopsis,Syllophopsis modesta,myrmicinae,train,data/images/Syllophopsis/casent0026710_p.jpg
casent0027983,Bothroponera,Bothroponera cambouei,ponerinae,test,data/images/Bothroponera/casent0027983_p.jpg
casent0029098,Bothroponera,Bothroponera cambouei,ponerinae,train,data/images/Bothroponera/casent0029098_p.jpg
casent0031004,Bothroponera,Bothroponera cambouei,ponerinae,train,data/images/Bothroponera/casent0031004_p.jpg
casent0031384,Bothroponera,Bothroponera wasmannii,ponerinae,train,data/images/Bothroponera/casent0031384_p.jpg
casent0033463,Anochetus,Anochetus grandidieri,ponerinae,train,data/images/Anochetus/casent0033463_p.jpg
casent0034270,Bothroponera,Bothroponera cambouei,ponerinae,train,data/images/Bothroponera/casent0034270_p.jpg
casent0034493,Bothroponera,Bothroponera cambouei,ponerinae,train,data/images/Bothroponera/casent0034493_p.jpg
casent0034499,Pachycondyla,Euponera vohitravo,ponerinae,train,data/images/Pachycondyla/casent0034499_p.jpg
casent0034571,Bothroponera,Bothroponera cambouei,ponerinae,train,data/images/Bothroponera/casent0034571_p.jpg
casent0035010,Royidris,Royidris robertsoni,myrmicinae,train,data/images/Royidris/casent0035010_p.jpg
casent0035270,Royidris,Royidris robertsoni,myrmicinae,train,data/images/Royidris/casent0035270_p.jpg
casent0040756,Pheidole,Pheidole vohemarensis,myrmicinae,test,data/images/Pheidole/casent0040756_d.jpg
casent0041614,Monomorium,Monomorium flavimembra,myrmicinae,train,data/images/Monomorium/casent0041614_p.jpg
casent0044969,Monomorium,Monomorium micrommaton,myrmicinae,train,data/images/Monomorium/casent0044969_p.jpg
casent0044971,Syllophopsis,,myrmicinae,train,data/images/Syllophopsis/casent0044971_p.jpg
casent0045443,Monomorium,Monomorium hanneli,myrmicinae,train,data/images/Monomorium/casent0045443_p.jpg
casent0047308,Odontomachus,Odontomachus troglodytes,ponerinae,train,data/images/Odontomachus/casent0047308_p.jpg
casent0048678,Platythyrea,Platythyrea bicuspis,ponerinae,train,data/images/Platythyrea/casent0048678_p.jpg
casent0048930,Pachycondyla,Pachycondyla perroti,ponerinae,test,data/images/Pachycondyla/casent0048930_p.jpg
casent0052480,Monomorium,Monomorium termitobium,myrmicinae,test,data/images/Monomorium/casent0052480_p.jpg
casent0053815,Technomyrmex,Technomyrmex fisheri,dolichoderinae,train,data/images/Technomyrmex/casent0053815_p.jpg
casent0053986,Monomorium,Monomorium floricola,myrmicinae,train,data/images/Monomorium/casent0053986_p.jpg
casent0054136,Crematogaster,Crematogaster lobata,myrmicinae,train,data/images/Crematogaster/casent0054136_p.jpg
casent0058901,Technomyrmex,Technomyrmex anterops,dolichoderinae,train,data/images/Technomyrmex/casent0058901_p.jpg
casent0060902,Nesomyrmex,Nesomyrmex retusispinosus,myrmicinae,train,data/images/Nesomyrmex/casent0060902_p.jpg
casent0066732,Cataulacus,Cataulacus porcatus,myrmicinae,train,data/images/Cataulacus/casent0066732_p.jpg
casent0067549,Strumigenys,Strumigenys covina,myrmicinae,train,data/images/Strumigenys/casent0067549_p.jpg
casent0068113,Monomorium,Monomorium subopacum,myrmicinae,train,data/images/Monomorium/casent0068113_p.jpg
casent0068950,Crematogaster,Crematogaster rasoherinae,myrmicinae,train,data/images/Crematogaster/casent0068950_p.jpg
casent0069921,Strumigenys,Strumigenys admixta,myrmicinae,train,data/images/Strumigenys/casent0069921_p.jpg
casent0076204,Monomorium,Monomorium termitobium,myrmicinae,train,data/images/Monomorium/casent0076204_p.jpg
casent0076558,Leptogenys,Leptogenys coerulescens,ponerinae,train,data/images/Leptogenys/casent0076558_p.jpg
casent0076622,Mystrium,Mystrium voeltzkowi,amblyoponinae,test,data/images/Mystrium/casent0076622_p.jpg
casent0076787,Bothroponera,Bothroponera wasmannii,ponerinae,train,data/images/Bothroponera/casent0076787_p.jpg
casent0077457,Leptogenys,Leptogenys antongilensis,ponerinae,train,data/images/Leptogenys/casent0077457_p.jpg
casent0077516,Terataner,Terataner alluaudi,myrmicinae,train,data/images/Terataner/casent0077516_p.jpg
casent0077935,Royidris,Royidris robertsoni,myrmicinae,train,data/images/Royidris/casent0077935_p.jpg
casent0078587,Monomorium,Monomorium termitobium,myrmicinae,test,data/images/Monomorium/casent0078587_p.jpg
casent0079066,Monomorium,Monomorium nigricans,myrmicinae,train,data/images/Monomorium/casent0079066_p.jpg
casent0097891,Technomyrmex,Technomyrmex anterops,dolichoderinae,test,data/images/Technomyrmex/casent0097891_p.jpg
casent0101012,Hypoponera,Hypoponera indigens,ponerinae,train,data/images/Hypoponera/casent0101012_p.jpg
casent0101013,Hypoponera,Hypoponera indigens,ponerinae,test,data/images/Hypoponera/casent0101013_p.jpg
casent0101014,Odontomachus,Odontomachus coquereli,ponerinae,train,data/images/Odontomachus/casent0101014_p.jpg
casent0101015,Odontomachus,Odontomachus coquereli,ponerinae,train,data/images/Odontomachus/casent0101015_p.jpg
casent0101016,Hypoponera,Hypoponera punctatissima,ponerinae,train,data/images/Hypoponera/casent0101016_p.jpg
casent0101017,Hypoponera,Hypoponera punctatissima,ponerinae,train,data/images/Hypoponera/casent0101017_p.jpg
casent0101018,Hypoponera,Hypoponera johannae,ponerinae,train,data/images/Hypoponera/casent0101018_p.jpg
casent0101019,Hypoponera,Hypoponera johannae,ponerinae,train,data/images/Hypoponera/casent0101019_p.jpg
casent0101020,Hypoponera,Hypoponera ludovicae,ponerinae,train,data/images/Hypoponera/casent0101020_p.jpg
casent0101021,Hypoponera,Hypoponera ludovicae,ponerinae,train,data/images/Hypoponera/casent0101021_p.jpg
casent0101022,Hypoponera,Hypoponera sakalava,ponerinae,test,data/images/Hypoponera/casent0101022_p.jpg
casent0101023,Hypoponera,Hypoponera sakalava,ponerinae,test,data/images/Hypoponera/casent0101023_p.jpg
casent0101024,Hypoponera,Hypoponera sakalava,ponerinae,train,data/images/Hypoponera/casent0101024_p.jpg
casent0101025,Hypoponera,Hypoponera sakalava,ponerinae,train,data/images/Hypoponera/casent0101025_p.jpg
casent0101034,Pachycondyla,Pachycondyla perroti,ponerinae,train,data/images/Pachycondyla/casent0101034_p.jpg
casent0101035,Pachycondyla,Pachycondyla perroti,ponerinae,train,data/images/Pachycondyla/casent0101035_p.jpg
casent0101039,Bothroponera,Bothroponera wasmannii,ponerinae,test,data/images/Bothroponera/casent0101039_p.jpg
casent0101040,Bothroponera,Bothroponera wasmannii,ponerinae,train,data/images/Bothroponera/casent0101040_p.jpg
casent0101041,Bothroponera,Bothroponera wasmannii,ponerinae,test,data/images/Bothroponera/casent0101041_p.jpg
casent0101045,Tetraponera,Tetraponera variegata,pseudomyrmecinae,train,data/images/Tetraponera/casent0101045_p.jpg
casent0101046,Tetraponera,Tetraponera variegata,pseudomyrmecinae,train,data/images/Tetraponera/casent0101046_p.jpg
casent0101049,Tetraponera,Tetraponera morondaviensis,pseudomyrmecinae,test,data/images/Tetraponera/casent0101049_p.jpg
casent0101050,Tetraponera,Tetraponera morondaviensis,pseudomyrmecinae,train,data/images/Tetraponera/casent0101050_p.jpg
casent0101051,Tetraponera,Tetraponera morondaviensis,pseudomyrmecinae,train,data/images/Tetraponera/casent0101051_p.jpg
casent0101052,Tetraponera,Tetraponera sahlbergii,pseudomyrmecinae,train,data/images/Tetraponera/casent0101052_p.jpg
casent0101053,Aphaenogaster,Aphaenogaster subterranea,myrmicinae,test,data/images/Aphaenogaster/casent0101053_p.jpg
casent0101054,Aphaenogaster,Aphaenogaster subterranea,myrmicinae,train,data/images/Aphaenogaster/casent0101054_p.jpg
casent0101065,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,train,data/images/Aphaenogaster/casent0101065_p.jpg
casent0101066,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,train,data/images/Aphaenogaster/casent0101066_p.jpg
casent0101068,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,train,data/images/Aphaenogaster/casent0101068_p.jpg
casent0101069,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,test,data/images/Aphaenogaster/casent0101069_p.jpg
casent0101070,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,train,data/images/Aphaenogaster/casent0101070_p.jpg
casent0101071,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,train,data/images/Aphaenogaster/casent0101071_p.jpg
casent0101072,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,train,data/images/Aphaenogaster/casent0101072_p.jpg
casent0101073,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,train,data/images/Aphaenogaster/casent0101073_p.jpg
casent0101074,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,test,data/images/Aphaenogaster/casent0101074_p.jpg
casent0101075,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,train,data/images/Aphaenogaster/casent0101075_p.jpg
casent0101077,Technomyrmex,Technomyrmex difficilis,dolichoderinae,train,data/images/Technomyrmex/casent0101077_p.jpg
casent0101078,Technomyrmex,Technomyrmex difficilis,dolichoderinae,train,data/images/Technomyrmex/casent0101078_p.jpg
casent0101079,Technomyrmex,Technomyrmex difficilis,dolichoderinae,train,data/images/Technomyrmex/casent0101079_p.jpg
casent0101080,Technomyrmex,Technomyrmex difficilis,dolichoderinae,train,data/images/Technomyrmex/casent0101080_p.jpg
casent0101083,Tapinoma,Tapinoma subtile,dolichoderinae,train,data/images/Tapinoma/casent0101083_p.jpg
casent0101084,Tapinoma,Tapinoma subtile,dolichoderinae,train,data/images/Tapinoma/casent0101084_p.jpg
casent0101085,Tapinoma,Tapinoma subtile,dolichoderinae,train,data/images/Tapinoma/casent0101085_p.jpg
casent0101086,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,train,data/images/Aphaenogaster/casent0101086_p.jpg
casent0101087,Aphaenogaster,Aphaenogaster swammerdami,myrmicinae,train,data/images/Aphaenogaster/casent0101087_p.jpg
casent0101095,Camponotus,Camponotus maculatus,formicinae,train,data/images/Camponotus/casent0101095_p.jpg
casent0101096,Camponotus,Camponotus maculatus,formicinae,test,data/images/Camponotus/casent0101096_p.jpg
casent0101100,Camponotus,Camponotus maculatus,formicinae,train,data/images/Camponotus/casent0101100_p.jpg
casent0101101,Camponotus,Camponotus maculatus,formicinae,train,data/images/Camponotus/casent0101101_p.jpg
casent0101102,Camponotus,Camponotus maculatus,formicinae,train,data/images/Camponotus/casent0101102_p.jpg
casent0101103,Camponotus,Camponotus cemeryi,formicinae,test,data/images/Camponotus/casent0101103_p.jpg
casent0101104,Camponotus,Camponotus cemeryi,formicinae,train,data/images/Camponotus/casent0101104_p.jpg
casent0101105,Camponotus,Camponotus lubbocki,formicinae,train,data/images/Camponotus/casent0101105_p.jpg
casent0101106,Camponotus,Camponotus lubbocki,formicinae,train,data/images/Camponotus/casent0101106_p.jpg
casent0101107,Camponotus,Camponotus dromedarius,formicinae,train,data/images/Camponotus/casent0101107_p.jpg
casent0101109,Camponotus,Camponotus maculatus,formicinae,test,data/images/Camponotus/casent0101109_p.jpg
casent0101110,Camponotus,Camponotus maculatus,formicinae,test,data/images/Camponotus/casent0101110_p.jpg
casent0101112,Camponotus,Camponotus foersteri,formicinae,train,data/images/Camponotus/casent0101112_p.jpg
casent0101113,Camponotus,Camponotus radovae,formicinae,test,data/images/Camponotus/casent0101113_p.jpg
casent0101114,Camponotus,Camponotus radovae,formicinae,train,data/images/Camponotus/casent0101114_p.jpg
casent0101115,Camponotus,Camponotus radovae,formicinae,train,data/images/Camponotus/casent0101115_p.jpg
casent0101116,Camponotus,Camponotus imitator,formicinae,train,data/images/Camponotus/casent0101116_p.jpg
casent0101117,Camponotus,Camponotus imitator,formicinae,train,data/images/Camponotus/casent0101117_p.jpg
casent0101118,Camponotus,Camponotus imitator,formicinae,test,data/images/Camponotus/casent0101118_p.jpg
casent0101119,Camponotus,Camponotus imitator,formicinae,test,data/images/Camponotus/casent0101119_p.jpg
casent0101120,Camponotus,Camponotus grandidieri,formicinae,train,data/images/Camponotus/casent0101120_p.jpg
casent0101121,Camponotus,Camponotus grandidieri,formicinae,train,data/images/Camponotus/casent0101121_p.jpg
casent0101122,Camponotus,Camponotus grandidieri,formicinae,train,data/images/Camponotus/casent0101122_p.jpg
casent0101123,Camponotus,Camponotus grandidieri,formicinae,train,data/images/Camponotus/casent0101123_p.jpg
casent0101128,Cardiocondyla,Cardiocondyla cristata,myrmicinae,train,data/images/Cardiocondyla/casent0101128_p.jpg
casent0101129,Cardiocondyla,Cardiocondyla emeryi,myrmicinae,train,data/images/Cardiocondyla/casent0101129_p.jpg
casent0101130,Leptogenys,Leptogenys acutirostris,ponerinae,test,data/images/Leptogenys/casent0101130_p.jpg
casent0101131,Leptogenys,Leptogenys alluaudi,ponerinae,train,data/images/Leptogenys/casent0101131_p.jpg
casent0101132,Leptogenys,Leptogenys arcirostris,ponerinae,train,data/images/Leptogenys/casent0101132_p.jpg
casent0101133,Leptogenys,Leptogenys truncatirostris,ponerinae,train,data/images/Leptogenys/casent0101133_p.jpg
casent0101137,Mystrium,Mystrium voeltzkowi,amblyoponinae,test,data/images/Mystrium/casent0101137_p.jpg
casent0101138,Tetramorium,Tetramorium kelleri,myrmicinae,train,data/images/Tetramorium/casent0101138_p.jpg
casent0101139,Tetramorium,Tetramorium sikorae,myrmicinae,test,data/images/Tetramorium/casent0101139_p.jpg
casent0101140,Tetramorium,Tetramorium sikorae,myrmicinae,train,data/images/Tetramorium/casent0101140_p.jpg
casent0101141,Tetramorium,Tetramorium sikorae,myrmicinae,train,data/images/Tetramorium/casent0101141_p.jpg
casent0101142,Tetramorium,Tetramorium sikorae,myrmicinae,train,data/images/Tetramorium/casent0101142_p.jpg
casent0101143,Tetramorium,Tetramorium sikorae,myrmicinae,train,data/images/Tetramorium/casent0101143_p.jpg
casent0101144,Tetramorium,Tetramorium sikorae,myrmicinae,train,data/images/Tetramorium/casent0101144_p.jpg
casent0101145,Tetramorium,Tetramorium bessonii,myrmicinae,train,data/images/Tetramorium/casent0101145_p.jpg
casent0101146,Tetramorium,Tetramorium xanthogaster,myrmicinae,test,data/images/Tetramorium/casent0101146_p.jpg
casent0101147,Tetramorium,Tetramorium degener,myrmicinae,test,data/images/Tetramorium/casent0101147_p.jpg
casent0101148,Hypoponera,Hypoponera madecassa,ponerinae,train,data/images/Hypoponera/casent0101148_p.jpg
casent0101154,Tetraponera,Tetraponera mandibularis,pseudomyrmecinae,train,data/images/Tetraponera/casent0101154_p.jpg
casent0101155,Tetraponera,Tetraponera mandibularis,pseudomyrmecinae,train,data/images/Tetraponera/casent0101155_p.jpg
casent0101156,Hypoponera,Hypoponera grandidieri,ponerinae,train,data/images/Hypoponera/casent0101156_p.jpg
casent0101157,Hypoponera,Hypoponera grandidieri,ponerinae,train,data/images/Hypoponera/casent0101157_p.jpg
casent0101160,Crematogaster,Crematogaster lobata,myrmicinae,train,data/images/Crematogaster/casent0101160_p.jpg
casent0101161,Crematogaster,Crematogaster agnetis,myrmicinae,train,data/images/Crematogaster/casent0101161_p.jpg
casent0101162,Crematogaster,Crematogaster ranavalonae,myrmicinae,train,data/images/Crematogaster/casent0101162_p.jpg
casent0101163,Crematogaster,Crematogaster ranavalonae,myrmicinae,train,data/images/Crematogaster/casent0101163_p.jpg
casent0101164,Crematogaster,Crematogaster ranavalonae,myrmicinae,train,data/images/Crematogaster/casent0101164_p.jpg
casent0101165,Crematogaster,Crematogaster ranavalonae,myrmicinae,train,data/images/Crematogaster/casent0101165_p.jpg
casent0101166,Crematogaster,Crematogaster ranavalonae,myrmicinae,train,data/images/Crematogaster/casent0101166_p.jpg
casent0101167,Crematogaster,Crematogaster ranavalonae,myrmicinae,train,data/images/Crematogaster/casent0101167_p.jpg
casent0101168,Crematogaster,Crematogaster ranavalonae,myrmicinae,train,data/images/Crematogaster/casent0101168_p.jpg
casent0101169,Crematogaster,Crematogaster ranavalonae,myrmicinae,test,data/images/Crematogaster/casent0101169_p.jpg
casent0101171,Crematogaster,Crematogaster degeeri,myrmicinae,train,data/images/Crematogaster/casent0101171_p.jpg
casent0101172,Crematogaster,Crematogaster degeeri,myrmicinae,train,data/images/Crematogaster/casent0101172_p.jpg
casent0101173,Crematogaster,Crematogaster degeeri,myrmicinae,train,data/images/Crematogaster/casent0101173_p.jpg
casent0101174,Crematogaster,Crematogaster degeeri,myrmicinae,test,data/images/Crematogaster/casent0101174_p.jpg
casent0101175,Camponotus,Camponotus repens,formicinae,train,data/images/Camponotus/casent0101175_p.jpg
casent0101176,Camponotus,Camponotus ethicus,formicinae,train,data/images/Camponotus/casent0101176_p.jpg
casent0101178,Camponotus,Camponotus cervicalis,formicinae,train,data/images/Camponotus/casent0101178_p.jpg
casent0101179,Camponotus,Camponotus cervicalis,formicinae,train,data/images/Camponotus/casent0101179_p.jpg
casent0101180,Camponotus,Camponotus cervicalis,formicinae,train,data/images/Camponotus/casent0101180_p.jpg
casent0101181,Camponotus,Camponotus cervicalis,formicinae,train,data/images/Camponotus/casent0101181_p.jpg
casent0101186,Camponotus,Camponotus darwinii,formicinae,train,data/images/Camponotus/casent0101186_p.jpg
casent0101193,Camponotus,Camponotus darwinii,formicinae,train,data/images/Camponotus/casent0101193_p.jpg
casent0101194,Camponotus,Camponotus darwinii,formicinae,test,data/images/Camponotus/casent0101194_p.jpg
casent0101195,Camponotus,Camponotus darwinii,formicinae,train,data/images/Camponotus/casent0101195_p.jpg
casent0101196,Camponotus,Camponotus ellioti,formicinae,test,data/images/Camponotus/casent0101196_p.jpg
casent0101197,Camponotus,Camponotus ellioti,formicinae,train,data/images/Camponotus/casent0101197_p.jpg
casent0101198,Camponotus,Camponotus ellioti,formicinae,train,data/images/Camponotus/casent0101198_p.jpg
casent0101202,Camponotus,Camponotus descarpentriesi,formicinae,test,data/images/Camponotus/casent0101202_p.jpg
casent0101205,Camponotus,Camponotus descarpentriesi,formicinae,test,data/images/Camponotus/casent0101205_p.jpg
casent0101206,Camponotus,Camponotus descarpentriesi,formicinae,train,data/images/Camponotus/casent0101206_p.jpg
casent0101208,Cardiocondyla,Cardiocondyla emeryi,myrmicinae,test,data/images/Cardiocondyla/casent0101208_p.jpg
casent0101209,Cardiocondyla,Cardiocondyla emeryi,myrmicinae,train,data/images/Cardiocondyla/casent0101209_p.jpg
casent0101218,Cardiocondyla,Cardiocondyla shuckardi,myrmicinae,train,data/images/Cardiocondyla/casent0101218_p.jpg
casent0101219,Cardiocondyla,Cardiocondyla shuckardi,myrmicinae,train,data/images/Cardiocondyla/casent0101219_p.jpg
casent0101230,Meranoplus,Meranoplus mayri,myrmicinae,train,data/images/Meranoplus/casent0101230_p.jpg
casent0101231,Meranoplus,Meranoplus mayri,myrmicinae,test,data/images/Meranoplus/casent0101231_p.jpg
casent0101236,Meranoplus,Meranoplus mayri,myrmicinae,train,data/images/Meranoplus/casent0101236_p.jpg
casent0101237,Meranoplus,Meranoplus mayri,myrmicinae,train,data/images/Meranoplus/casent0101237_p.jpg
casent0101238,Meranoplus,Meranoplus radamae,myrmicinae,train,data/images/Meranoplus/casent0101238_p.jpg
casent0101239,Meranoplus,Meranoplus radamae,myrmicinae,train,data/images/Meranoplus/casent0101239_p.jpg
casent0101240,Cataulacus,Cataulacus regularis,myrmicinae,train,data/images/Cataulacus/casent0101240_p.jpg
casent0101241,Cataulacus,Cataulacus regularis,myrmicinae,train,data/images/Cataulacus/casent0101241_p.jpg
casent0101245,Cataulacus,Cataulacus ebrardi,myrmicinae,train,data/images/Cataulacus/casent0101245_p.jpg
casent0101246,Cataulacus,Cataulacus ebrardi,myrmicinae,train,data/images/Cataulacus/casent0101246_p.jpg
casent0101247,Cataulacus,Cataulacus intrudens,myrmicinae,train,data/images/Cataulacus/casent0101247_p.jpg
casent0101248,Cataulacus,Cataulacus intrudens,myrmicinae,train,data/images/Cataulacus/casent0101248_p.jpg
casent0101253,Strumigenys,Strumigenys grandidieri,myrmicinae,train,data/images/Strumigenys/casent0101253_p.jpg
casent0101254,Strumigenys,Strumigenys grandidieri,myrmicinae,train,data/images/Strumigenys/casent0101254_p.jpg
casent0101255,Tapinoma,Tapinoma pallipes,dolichoderinae,train,data/images/Tapinoma/casent0101255_p.jpg
casent0101256,Tapinoma,Tapinoma pallipes,dolichoderinae,train,data/images/Tapinoma/casent0101256_p.jpg
casent0101257,Tetramorium,Tetramorium steinheili,myrmicinae,test,data/images/Tetramorium/casent0101257_p.jpg
casent0101258,Tetramorium,Tetramorium steinheili,myrmicinae,train,data/images/Tetramorium/casent0101258_p.jpg
casent0101259,Tetramorium,Tetramorium sikorae,myrmicinae,test,data/images/Tetramorium/casent0101259_p.jpg
casent0101260,Tetramorium,Tetramorium sikorae,myrmicinae,test,data/images/Tetramorium/casent0101260_p.jpg
casent0101265,Tetramorium,Tetramorium sericeiventre,myrmicinae,train,data/images/Tetramorium/casent0101265_p.jpg
casent0101266,Tetramorium,Tetramorium sericeiventre,myrmicinae,train,data/images/Tetramorium/casent0101266_p.jpg
casent0101267,Tetramorium,Tetramorium sericeiventre,myrmicinae,test,data/images/Tetramorium/casent0101267_p.jpg
casent0101268,Tetramorium,Tetramorium sericeiventre,myrmicinae,train,data/images/Tetramorium/casent0101268_p.jpg
casent0101269,Tetramorium,Tetramorium sericeiventre,myrmicinae,train,data/images/Tetramorium/casent0101269_p.jpg
casent0101270,Tetramorium,Tetramorium sericeiventre,myrmicinae,train,data/images/Tetramorium/casent0101270_p.jpg
casent0101277,Tetramorium,Tetramorium bessonii,myrmicinae,test,data/images/Tetramorium/casent0101277_p.jpg
casent0101278,Tetramorium,Tetramorium bessonii,myrmicinae,train,data/images/Tetramorium/casent0101278_p.jpg
casent0101279,Tetramorium,Tetramorium andrei,myrmicinae,train,data/images/Tetramorium/casent0101279_p.jpg
casent0101280,Tetramorium,Tetramorium andrei,myrmicinae,train,data/images/Tetramorium/casent0101280_p.jpg
casent0101281,Tetramorium,Tetramorium andrei,myrmicinae,train,data/images/Tetramorium/casent0101281_p.jpg
casent0101282,Tetramorium,Tetramorium andrei,myrmicinae,test,data/images/Tetramorium/casent0101282_p.jpg
casent0101285,Tetramorium,Tetramorium ranarum,myrmicinae,train,data/images/Tetramorium/casent0101285_p.jpg
casent0101286,Tetramorium,Tetramorium ranarum,myrmicinae,train,data/images/Tetramorium/casent0101286_p.jpg
casent0101287,Tetramorium,Tetramorium marginatum,myrmicinae,train,data/images/Tetramorium/casent0101287_p.jpg
casent0101288,Tetramorium,Tetramorium marginatum,myrmicinae,train,data/images/Tetramorium/casent0101288_p.jpg
casent0101289,Tetramorium,Tetramorium nassonowii,myrmicinae,train,data/images/Tetramorium/casent0101289_p.jpg
casent0101290,Tetramorium,Tetramorium nassonowii,myrmicinae,train,data/images/Tetramorium/casent0101290_p.jpg
casent0101291,Tetramorium,Tetramorium latreillei,myrmicinae,train,data/images/Tetramorium/casent0101291_p.jpg
casent0101292,Tetramorium,Tetramorium latreillei,myrmicinae,train,data/images/Tetramorium/casent0101292_p.jpg
casent0101293,Tetramorium,Tetramorium kelleri,myrmicinae,train,data/images/Tetramorium/casent0101293_p.jpg
casent0101294,Tetramorium,Tetramorium kelleri,myrmicinae,train,data/images/Tetramorium/casent0101294_p.jpg
casent0101297,Tetramorium,Tetramorium bessonii,myrmicinae,train,data/images/Tetramorium/casent0101297_p.jpg
casent0101298,Tetramorium,Tetramorium bessonii,myrmicinae,train,data/images/Tetramorium/casent0101298_p.jpg
casent0101299,Nylanderia,,formicinae,train,data/images/Nylanderia/casent0101299_p.jpg
casent0101300,Nylanderia,,formicinae,test,data/images/Nylanderia/casent0101300_p.jpg
casent0101311,Nylanderia,Nylanderia amblyops,formicinae,train,data/images/Nylanderia/casent0101311_p.jpg
casent0101312,Nylanderia,Nylanderia amblyops,formicinae,train,data/images/Nylanderia/casent0101312_p.jpg
casent0101315,Nylanderia,Nylanderia humbloti,formicinae,train,data/images/Nylanderia/casent0101315_p.jpg
casent0101316,Nylanderia,Nylanderia humbloti,formicinae,test,data/images/Nylanderia/casent0101316_p.jpg
casent0101318,Nylanderia,Nylanderia madagascarensis,formicinae,train,data/images/Nylanderia/casent0101318_p.jpg
casent0101319,Nylanderia,Nylanderia madagascarensis,formicinae,train,data/images/Nylanderia/casent0101319_p.jpg
casent0101320,Nylanderia,Nylanderia madagascarensis,formicinae,train,data/images/Nylanderia/casent0101320_p.jpg
casent0101321,Pheidole,Pheidole petax,myrmicinae,train,data/images/Pheidole/casent0101321_p.jpg
casent0101322,Pheidole,Pheidole petax,myrmicinae,train,data/images/Pheidole/casent0101322_p.jpg
casent0101323,Pheidole,Pheidole nemoralis,myrmicinae,train,data/images/Pheidole/casent0101323_p.jpg
casent0101324,Pheidole,Pheidole nemoralis,myrmicinae,train,data/images/Pheidole/casent0101324_p.jpg
casent0101326,Pheidole,Pheidole indica,myrmicinae,train,data/images/Pheidole/casent0101326_p.jpg
casent0101327,Pheidole,Pheidole indica,myrmicinae,train,data/images/Pheidole/casent0101327_p.jpg
casent0101328,Pheidole,Pheidole bessonii,myrmicinae,train,data/images/Pheidole/casent0101328_p.jpg
casent0101329,Pheidole,Pheidole bessonii,myrmicinae,train,data/images/Pheidole/casent0101329_p.jpg
casent0101330,Pheidole,Pheidole spinosa,myrmicinae,test,data/images/Pheidole/casent0101330_p.jpg
casent0101331,Pheidole,Pheidole spinosa,myrmicinae,test,data/images/Pheidole/casent0101331_p.jpg
casent0101333,Pheidole,Pheidole spinosa,myrmicinae,train,data/images/Pheidole/casent0101333_p.jpg
