gbifID,occurrenceID,catalogNumber,specimen_code,view,genusKey,genus,subfamily,species,scientificName,verbatimScientificName,taxonRank,sex,caste,typeStatus,stateProvince,locality,decimalLatitude,decimalLongitude,elevation,eventDate,recordedBy,identifiedBy,image_url,image_title,creator,license,rightsHolder,issues,genus_gbif,shot_index,image_path,image_source,split
865077054,CAS:ANTWEB:casent0006027,casent0006027,casent0006027,p,1321015,Strumigenys,myrmicinae,Pyramica ludovici,"Strumigenys ludovici Forel, 1904",,SPECIES,,worker,,Antsiranana,"Fotodriana, Cap Masoala",-15.69694,50.27028,25.0,1993-11-28,G.D. Alpert,,https://www.antweb.org/images/casent0006027/casent0006027_p_1_high.jpg,casent0006027 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Pyramica,1,data/images/Strumigenys/casent0006027_p.jpg,gbif_cache,test
865077065,CAS:ANTWEB:casent0006028,casent0006028,casent0006028,p,1320203,Strumigenys,myrmicinae,Strumigenys fautrix,Strumigenys fautrix,,SPECIES,,worker,,Antananarivo,"10km NE Antananarivo, Sacred Forest",-18.75906,47.56253,1360.0,1992-08-05,G.D. Alpert,,https://www.antweb.org/images/casent0006028/casent0006028_p_1_high.jpg,casent0006028 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Strumigenys,1,data/images/Strumigenys/casent0006028_p.jpg,commons,train
865077130,CAS:ANTWEB:casent0006083,casent0006083,casent0006083,p,1326355,Mystrium,amblyoponinae,Mystrium oberthueri,"Mystrium oberthueri Forel, 1897",,SPECIES,,worker,,Toamasina,"6.3 km S Ambanizana, Andranobe",-15.6813,49.958,25.0,1993-11-14,Brian L. Fisher,Masashi Yoshimura,https://www.antweb.org/images/casent0006083/casent0006083_p_1_high.jpg,casent0006083 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Mystrium,1,data/images/Mystrium/casent0006083_p.jpg,gbif_cache,train
865077786,CAS:ANTWEB:casent0006839,casent0006839,casent0006839,p,1320039,Technomyrmex,dolichoderinae,Technomyrmex voeltzkowi,"Technomyrmex voeltzkowi (Forel, 1907)",,SPECIES,,worker,,Antsiranana,"Forêt de Bekaraoka, 6.8km 60° ENE Daraina",-13.16667,49.71,150.0,2003-12-07,Brian L. Fisher,Brian L. Fisher,https://www.antweb.org/images/casent0006839/casent0006839_p_1_high.jpg,casent0006839 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Technomyrmex,1,data/images/Technomyrmex/casent0006839_p.jpg,commons,train
865078150,CAS:ANTWEB:casent0007734,casent0007734,casent0007734,p,1319461,Anochetus,ponerinae,Anochetus grandidieri,"Anochetus grandidieri Forel, 1891",,SPECIES,,worker,,Fianarantsoa,"P.N. Ranomafana, Vatoharanana-Ankovoka",-21.29073,47.42615,940.0,2003-03-13/2003-04-01,V. Clark,,https://www.antweb.org/images/casent0007734/casent0007734_p_1_high.jpg,casent0007734 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Anochetus,1,data/images/Anochetus/casent0007734_p.jpg,commons,train
865078176,CAS:ANTWEB:casent0007735,casent0007735,casent0007735,p,4673740,Nylanderia,formicinae,Nylanderia amblyops,Nylanderia amblyops,,SPECIES,,worker,,Fianarantsoa,"P.N. Ranomafana, Vatoharanana-Ankovoka",-21.29073,47.42615,940.0,2003-03-13/2003-04-01,V. Clark,,https://www.antweb.org/images/casent0007735/casent0007735_p_1_high.jpg,casent0007735 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Nylanderia,1,data/images/Nylanderia/casent0007735_p.jpg,commons,train
865078131,CAS:ANTWEB:casent0007736,casent0007736,casent0007736,p,1323128,Tetramorium,myrmicinae,Tetramorium electrum,"Tetramorium electrum Bolton, 1979",,SPECIES,,worker,,Fianarantsoa,"P.N. Ranomafana, Tolongoina-Ampasimpotsy",-21.47993,47.55707,577.0,2003-03-13/2003-04-01,V. Clark,,https://www.antweb.org/images/casent0007736/casent0007736_p_1_high.jpg,casent0007736 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tetramorium,1,data/images/Tetramorium/casent0007736_p.jpg,commons,train
865078363,CAS:ANTWEB:casent0008659,casent0008659,casent0008659,p,1316784,Tapinoma,dolichoderinae,Tapinoma melanocephalum,"Tapinoma melanocephalum (Fabricius, 1793)",,SPECIES,,worker,,Mahajanga,"Parc National de Baie de Baly, 12.4 km 337° NNW Soalala",-16.01,45.265,10.0,2002-11-26/2002-11-30,Brian L. Fisher|Charles E. Griswold|Malagasy Arthropod Team,Brian L. Fisher,https://www.antweb.org/images/casent0008659/casent0008659_p_1_high.jpg,casent0008659 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tapinoma,1,data/images/Tapinoma/casent0008659_p.jpg,commons,test
865078682,CAS:ANTWEB:casent0009349,casent0009349,casent0009349,p,1326355,Mystrium,amblyoponinae,Mystrium rogeri,"Mystrium rogeri Forel, 1899",,SPECIES,,worker,,Fianarantsoa,"2km W Andrambovato, along river Tatamaly",-21.51167,47.41,1075.0,2005-06-03/2005-06-05,Brian L. Fisher|Malagasy Arthropod Team,Masashi Yoshimura,https://www.antweb.org/images/casent0009349/casent0009349_p_1_high.jpg,casent0009349 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Mystrium,1,data/images/Mystrium/casent0009349_p.jpg,commons,train
865078601,CAS:ANTWEB:casent0009409,casent0009409,casent0009409,p,1317162,Odontomachus,ponerinae,Odontomachus coquereli,"Odontomachus coquereli Roger, 1861",,SPECIES,,worker,,Antsiranana,"6.5 km SSW Befingotra, Rés. Anjanaharibe-Sud",-14.75,49.5,875.0,1994-10-23,Brian L. Fisher,,https://www.antweb.org/images/casent0009409/casent0009409_p_1_high.jpg,casent0009409 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Odontomachus,1,data/images/Odontomachus/casent0009409_p.jpg,commons,train
865079483,CAS:ANTWEB:casent0009965,casent0009965,casent0009965,p,1326355,Mystrium,amblyoponinae,Mystrium rogeri,"Mystrium rogeri Forel, 1899",,SPECIES,,worker,,Fianarantsoa,"Parc National Befotaka-Midongy, Papango 27.7km S Midongy-Sud, Mount Papango",-23.83517,46.96367,940.0,2006-11-14,Brian L. Fisher|Malagasy Arthropod Team,,https://www.antweb.org/images/casent0009965/casent0009965_p_1_high.jpg,casent0009965 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Mystrium,1,data/images/Mystrium/casent0009965_p.jpg,commons,train
865079449,CAS:ANTWEB:casent0009966,casent0009966,casent0009966,p,1326355,Mystrium,amblyoponinae,Mystrium rogeri,"Mystrium rogeri Forel, 1899",,SPECIES,,worker,,Fianarantsoa,"Parc National Befotaka-Midongy, Papango 27.7km S Midongy-Sud, Mount Papango",-23.83517,46.96367,940.0,2006-11-14,Brian L. Fisher|Malagasy Arthropod Team,,https://www.antweb.org/images/casent0009966/casent0009966_p_1_high.jpg,casent0009966 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Mystrium,1,data/images/Mystrium/casent0009966_p.jpg,commons,train
865079469,CAS:ANTWEB:casent0009967,casent0009967,casent0009967,p,1326355,Mystrium,amblyoponinae,Mystrium rogeri,"Mystrium rogeri Forel, 1899",,SPECIES,,worker,,Fianarantsoa,"Parc National Befotaka-Midongy, Papango 27.7km S Midongy-Sud, Mount Papango",-23.83517,46.96367,940.0,2006-11-14,Brian L. Fisher|Malagasy Arthropod Team,,https://www.antweb.org/images/casent0009967/casent0009967_p_1_high.jpg,casent0009967 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Mystrium,1,data/images/Mystrium/casent0009967_p.jpg,commons,train
865079461,CAS:ANTWEB:casent0009968,casent0009968,casent0009968,p,1326355,Mystrium,amblyoponinae,Mystrium rogeri,"Mystrium rogeri Forel, 1899",,SPECIES,,worker,,Fianarantsoa,"Parc National Befotaka-Midongy, Papango 27.7km S Midongy-Sud, Mount Papango",-23.83517,46.96367,940.0,2006-11-14,Brian L. Fisher|Malagasy Arthropod Team,,https://www.antweb.org/images/casent0009968/casent0009968_p_1_high.jpg,casent0009968 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Mystrium,1,data/images/Mystrium/casent0009968_p.jpg,commons,train
865079501,CAS:ANTWEB:casent0009969,casent0009969,casent0009969,p,1326355,Mystrium,amblyoponinae,Mystrium rogeri,"Mystrium rogeri Forel, 1899",,SPECIES,,worker,,Fianarantsoa,"Parc National Befotaka-Midongy, Papango 27.7km S Midongy-Sud, Mount Papango",-23.83517,46.96367,940.0,2006-11-14,Brian L. Fisher|Malagasy Arthropod Team,,https://www.antweb.org/images/casent0009969/casent0009969_p_1_high.jpg,casent0009969 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Mystrium,1,data/images/Mystrium/casent0009969_p.jpg,commons,train
865079641,CAS:ANTWEB:casent0010765,casent0010765,casent0010765,p,1314419,Monomorium,myrmicinae,Monomorium termitobium,"Monomorium termitobium Forel, 1892",,SPECIES,,worker,Lectotype,Toamasina,[Mangoro ufer]; Ambohibary; Moramanga,-18.8833,48.1167,861.0,,,B.E. Heterick,https://www.antweb.org/images/casent0010765/casent0010765_p_1_high.jpg,casent0010765 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Monomorium,1,data/images/Monomorium/casent0010765_p.jpg,commons,test
865079841,CAS:ANTWEB:casent0010867,casent0010867,casent0010867,p,4681352,Syllophopsis,myrmicinae,Syllophopsis infusca,Syllophopsis infusca,,SPECIES,,worker,,Toamasina,"6.9 km NE Ambanizana, Ambohitsitondroina",-15.58506,50.00952,825.0,1993-12-08,Brian L. Fisher,,https://www.antweb.org/images/casent0010867/casent0010867_p_1_high.jpg,casent0010867 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Syllophopsis,1,data/images/Syllophopsis/casent0010867_p.jpg,commons,test
865080041,CAS:ANTWEB:casent0011075,casent0011075,casent0011075,p,1325265,Cataulacus,myrmicinae,Cataulacus porcatus,"Cataulacus porcatus Emery, 1899",,SPECIES,,worker,,Toamasina,"S.F. Tampolo, 10 km NNE Fenoarivo Atn.",-17.2825,49.43,10.0,1997-04-10,Brian L. Fisher,,https://www.antweb.org/images/casent0011075/casent0011075_p_1_high.jpg,casent0011075 profile view 1,Erin Prado,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Cataulacus,1,data/images/Cataulacus/casent0011075_p.jpg,commons,test
865080818,CAS:ANTWEB:casent0012835,casent0012835,casent0012835,p,1319181,Tetraponera,pseudomyrmecinae,Tetraponera morondaviensis,"Tetraponera morondaviensis (Forel, 1891)",,SPECIES,,worker,,Toliary,"Rés. Beza Mahafaly, Parcel 2",-23.68333,44.56667,200.0,1993-02-14,P.S. Ward,,https://www.antweb.org/images/casent0012835/casent0012835_p_1_high.jpg,casent0012835 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tetraponera,1,data/images/Tetraponera/casent0012835_p.jpg,commons,train
865080894,CAS:ANTWEB:casent0012838,casent0012838,casent0012838,p,1319181,Tetraponera,pseudomyrmecinae,Tetraponera perlonga,"Tetraponera perlonga Santschi, 1928",,SPECIES,,worker,,Toliara,7km NW Ranopiso,-25.01667,46.63333,100.0,1993-02-10,P.S. Ward,,https://www.antweb.org/images/casent0012838/casent0012838_p_1_high.jpg,casent0012838 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tetraponera,1,data/images/Tetraponera/casent0012838_p.jpg,commons,test
865080967,CAS:ANTWEB:casent0012841,casent0012841,casent0012841,p,1319181,Tetraponera,pseudomyrmecinae,Tetraponera rakotonis,"Tetraponera rakotonis (Forel, 1891)",,SPECIES,,worker,,Toliara,"Res. Beza Mahafaly, Parcel 1",-23.65,44.63333,130.0,1993-02-13,P.S. Ward,,https://www.antweb.org/images/casent0012841/casent0012841_p_1_high.jpg,casent0012841 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tetraponera,1,data/images/Tetraponera/casent0012841_p.jpg,commons,train
865080994,CAS:ANTWEB:casent0012842,casent0012842,casent0012842,p,1319181,Tetraponera,pseudomyrmecinae,Tetraponera hysterica,"Tetraponera hysterica (Forel, 1892)",,SPECIES,,worker,,Toliara,"Res. Andohaela, 5 km WNW Mandiso",-24.86667,46.78333,400.0,1993-02-07,P.S. Ward,,https://www.antweb.org/images/casent0012842/casent0012842_p_1_high.jpg,casent0012842 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tetraponera,1,data/images/Tetraponera/casent0012842_p.jpg,commons,train
865081043,CAS:ANTWEB:casent0012845,casent0012845,casent0012845,p,1319181,Tetraponera,pseudomyrmecinae,Tetraponera mandibularis,"Tetraponera mandibularis (Emery, 1895)",,SPECIES,,worker,,Antsiranana,3km NE Ambohitra (=Joffreville),-12.46667,49.21667,520.0,1990-12-01,P.S. Ward,,https://www.antweb.org/images/casent0012845/casent0012845_p_1_high.jpg,casent0012845 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tetraponera,1,data/images/Tetraponera/casent0012845_p.jpg,commons,train
865081169,CAS:ANTWEB:casent0012850,casent0012850,casent0012850,p,1319181,Tetraponera,pseudomyrmecinae,Tetraponera diana,"Tetraponera diana (Santschi, 1911)",,SPECIES,,worker,,Antananarivo,"Ambohitantely, nr. Ankazobe",-18.16667,47.28333,,1983-11-17,L.A. Nilsson|L. Jonsson,,https://www.antweb.org/images/casent0012850/casent0012850_p_1_high.jpg,casent0012850 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tetraponera,1,data/images/Tetraponera/casent0012850_p.jpg,commons,train
865081194,CAS:ANTWEB:casent0012851,casent0012851,casent0012851,p,1319181,Tetraponera,pseudomyrmecinae,Tetraponera sahlbergii,"Tetraponera sahlbergii (Forel, 1887)",,SPECIES,,worker,,Antananarivo,"1km NE Ambalavao, nr. Antananarivo",-19.08333,47.53333,1350.0,1993-02-20,P.S. Ward,,https://www.antweb.org/images/casent0012851/casent0012851_p_1_high.jpg,casent0012851 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tetraponera,1,data/images/Tetraponera/casent0012851_p.jpg,commons,train
865081084,CAS:ANTWEB:casent0012854,casent0012854,casent0012854,p,1319181,Tetraponera,pseudomyrmecinae,Tetraponera fictrix,"Tetraponera fictrix (Forel, 1897)",,SPECIES,,worker,,Toliara,"Res. Beza Mahafaly, Parcel 1",-23.65,44.63333,130.0,1993-02-12,P.S. Ward,,https://www.antweb.org/images/casent0012854/casent0012854_p_1_high.jpg,casent0012854 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tetraponera,1,data/images/Tetraponera/casent0012854_p.jpg,commons,train
865081190,CAS:ANTWEB:casent0012858,casent0012858,casent0012858,p,1319181,Tetraponera,pseudomyrmecinae,Tetraponera exasciata,"Tetraponera exasciata (Forel, 1892)",,SPECIES,,worker,,Fianarantsoa,45 km S Ambalavao,-22.21667,47.01667,720.0,1993-09-25,Brian L. Fisher,,https://www.antweb.org/images/casent0012858/casent0012858_p_1_high.jpg,casent0012858 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tetraponera,1,data/images/Tetraponera/casent0012858_p.jpg,commons,train
865081052,CAS:ANTWEB:casent0012861,casent0012861,casent0012861,p,1319181,Tetraponera,pseudomyrmecinae,Tetraponera grandidieri,"Tetraponera grandidieri (Forel, 1891)",,SPECIES,,worker,,Toamasina,1km SSW Andasibe (=Perinet),-18.93333,48.41667,920.0,1990-11-16,P.S. Ward,,https://www.antweb.org/images/casent0012861/casent0012861_p_1_high.jpg,casent0012861 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tetraponera,1,data/images/Tetraponera/casent0012861_p.jpg,commons,train
865082938,CAS:ANTWEB:casent0016361,casent0016361,casent0016361,p,1314419,Monomorium,myrmicinae,Monomorium xuthosoma,Monomorium xuthosoma Heterick,,SPECIES,,worker,,Toliara,"Mahafaly Plateau, 6.2 km 74° ENE Itampolo",-24.65361,43.99667,80.0,2002-02-21/2002-02-25,Brian L. Fisher|Charles E. Griswold|Malagasy Arthropod Team,,https://www.antweb.org/images/casent0016361/casent0016361_p_1_high.jpg,casent0016361 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Monomorium,1,data/images/Monomorium/casent0016361_p.jpg,commons,train
865083009,CAS:ANTWEB:casent0016783,casent0016783,casent0016783,p,1316784,Tapinoma,dolichoderinae,Tapinoma pallipes,"Technomyrmex pallipes (F.Smith, 1876)",,SPECIES,,worker,,Toliara,"Parc National d'Andohahela, Forêt d'Ambohibory, 1.7 km 61° ENE Tsimelahy, 36.1 km 308° NW Tolagnaro",-24.93,46.6455,300.0,2002-01-16/2002-01-20,Brian L. Fisher|Charles E. Griswold|Malagasy Arthropod Team,,https://www.antweb.org/images/casent0016783/casent0016783_p_1_high.jpg,casent0016783 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tapinoma,1,data/images/Tapinoma/casent0016783_p.jpg,commons,train
865083035,CAS:ANTWEB:casent0017663,casent0017663,casent0017663,p,1315863,Aphaenogaster,myrmicinae,Aphaenogaster swammerdami,"Aphaenogaster swammerdami Forel, 1886",,SPECIES,,worker,,Toliara,"Réserve Privé Berenty, Forêt de Bealoka, Mandraré River, 14.6 km 329° NNW Amboasary",-24.95694,46.2715,35.0,2002-02-03/2002-02-08,Brian L. Fisher|Charles E. Griswold|Malagasy Arthropod Team,,https://www.antweb.org/images/casent0017663/casent0017663_p_1_high.jpg,casent0017663 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2007",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Aphaenogaster,1,data/images/Aphaenogaster/casent0017663_p.jpg,commons,train
865083293,CAS:ANTWEB:casent0019207,casent0019207,casent0019207,p,1323128,Tetramorium,myrmicinae,Tetramorium hobbit,"Tetramorium hobbit Hita Garcia & Fisher, 2014",,SPECIES,,worker,Holotype,Toliara,"Parc National de Tsimanampetsotsa, Forêt de Bemanateza, 20.7 km 81° E Efoetse, 23.0 km 131° SE Beheloka",-23.99222,43.88067,90.0,2002-03-22/2002-03-26,Brian L. Fisher|Charles E. Griswold|Malagasy Arthropod Team,F. Hita Garcia,https://www.antweb.org/images/casent0019207/casent0019207_p_1_high.jpg,casent0019207 profile view 1,Cerise Chen,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2012",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Tetramorium,1,data/images/Tetramorium/casent0019207_p.jpg,gbif_cache,test
865083325,CAS:ANTWEB:casent0019273,casent0019273,casent0019273,p,7748512,Royidris,myrmicinae,Royidris gravipuncta,Royidris gravipuncta Bolton & Fisher,,SPECIES,,worker,,Toliara,"Forêt de Mahavelo, Isantoria River",-24.75833,46.15717,110.0,2002-01-28/2002-02-01,Brian L. Fisher|Charles E. Griswold|Malagasy Arthropod Team,Barry Bolton,https://www.antweb.org/images/casent0019273/casent0019273_p_1_high.jpg,casent0019273 profile view 1,April Nobile,Attribution-ShareAlike (BY-SA) Creative Commons License and GNU Free Documentation License (GFDL),"California Academy of Sciences, 2000-2008",GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Royidris,1,data/images/Royidris/casent0019273_p.jpg,commons,train
