specimen_code,genus,split,gbifID,eventDate,image_url,image_path,download_failed,error
casent0101144,Tetramorium,train,865113949,,https://www.antweb.org/images/casent0101144/casent0101144_p_1_high.jpg,data/images/Tetramorium/casent0101144_p.jpg,True,HTTP 404
casent0101145,Tetramorium,train,865113974,,https://www.antweb.org/images/casent0101145/casent0101145_p_1_high.jpg,data/images/Tetramorium/casent0101145_p.jpg,True,HTTP 404
casent0101146,Tetramorium,train,865114003,,https://www.antweb.org/images/casent0101146/casent0101146_p_1_high.jpg,data/images/Tetramorium/casent0101146_p.jpg,True,HTTP 404
casent0101147,Tetramorium,train,865114026,,https://www.antweb.org/images/casent0101147/casent0101147_p_1_high.jpg,data/images/Tetramorium/casent0101147_p.jpg,True,HTTP 404
casent0101148,Hypoponera,test,865114056,,https://www.antweb.org/images/casent0101148/casent0101148_p_1_high.jpg,data/images/Hypoponera/casent0101148_p.jpg,True,HTTP 404
casent0101154,Tetraponera,train,865114199,,https://www.antweb.org/images/casent0101154/casent0101154_p_1_high.jpg,data/images/Tetraponera/casent0101154_p.jpg,True,HTTP 404
casent0101155,Tetraponera,train,865114225,,https://www.antweb.org/images/casent0101155/casent0101155_p_1_high.jpg,data/images/Tetraponera/casent0101155_p.jpg,True,HTTP 404
casent0101156,Hypoponera,train,865114248,,https://www.antweb.org/images/casent0101156/casent0101156_p_1_high.jpg,data/images/Hypoponera/casent0101156_p.jpg,True,HTTP 404
casent0101157,Hypoponera,train,865114266,,https://www.antweb.org/images/casent0101157/casent0101157_p_1_high.jpg,data/images/Hypoponera/casent0101157_p.jpg,True,HTTP 404
casent0101160,Crematogaster,train,865114345,,https://www.antweb.org/images/casent0101160/casent0101160_p_1_high.jpg,data/images/Crematogaster/casent0101160_p.jpg,True,HTTP 404
casent0101161,Crematogaster,train,865114371,,https://www.antweb.org/images/casent0101161/casent0101161_p_1_high.jpg,data/images/Crematogaster/casent0101161_p.jpg,True,HTTP 404
casent0101162,Crematogaster,train,865114395,,https://www.antweb.org/images/casent0101162/casent0101162_p_1_high.jpg,data/images/Crematogaster/casent0101162_p.jpg,True,HTTP 404
casent0101163,Crematogaster,train,865114420,,https://www.antweb.org/images/casent0101163/casent0101163_p_1_high.jpg,data/images/Crematogaster/casent0101163_p.jpg,True,HTTP 404
casent0101164,Crematogaster,train,865114446,,https://www.antweb.org/images/casent0101164/casent0101164_p_1_high.jpg,data/images/Crematogaster/casent0101164_p.jpg,True,HTTP 404
casent0101165,Crematogaster,train,865114474,,https://www.antweb.org/images/casent0101165/casent0101165_p_1_high.jpg,data/images/Crematogaster/casent0101165_p.jpg,True,HTTP 404
casent0101166,Crematogaster,test,865114493,,https://www.antweb.org/images/casent0101166/casent0101166_p_1_high.jpg,data/images/Crematogaster/casent0101166_p.jpg,True,HTTP 404
casent0101167,Crematogaster,train,865114518,,https://www.antweb.org/images/casent0101167/casent0101167_p_1_high.jpg,data/images/Crematogaster/casent0101167_p.jpg,True,HTTP 404
casent0101168,Crematogaster,train,865114540,,https://www.antweb.org/images/casent0101168/casent0101168_p_1_high.jpg,data/images/Crematogaster/casent0101168_p.jpg,True,HTTP 404
casent0101169,Crematogaster,train,865114561,,https://www.antweb.org/images/casent0101169/casent0101169_p_1_high.jpg,data/images/Crematogaster/casent0101169_p.jpg,True,HTTP 404
casent0101171,Crematogaster,train,865114597,,https://www.antweb.org/images/casent0101171/casent0101171_p_1_high.jpg,data/images/Crematogaster/casent0101171_p.jpg,True,HTTP 404
casent0101172,Crematogaster,train,865114616,,https://www.antweb.org/images/casent0101172/casent0101172_p_1_high.jpg,data/images/Crematogaster/casent0101172_p.jpg,True,HTTP 404
casent0101173,Crematogaster,test,865114629,,https://www.antweb.org/images/casent0101173/casent0101173_p_1_high.jpg,data/images/Crematogaster/casent0101173_p.jpg,True,HTTP 404
casent0101174,Crematogaster,test,865114648,,https://www.antweb.org/images/casent0101174/casent0101174_p_1_high.jpg,data/images/Crematogaster/casent0101174_p.jpg,True,HTTP 404
casent0101175,Camponotus,train,865114665,,https://www.antweb.org/images/casent0101175/casent0101175_p_1_high.jpg,data/images/Camponotus/casent0101175_p.jpg,True,HTTP 404
casent0101176,Camponotus,train,865114681,,https://www.antweb.org/images/casent0101176/casent0101176_p_1_high.jpg,data/images/Camponotus/casent0101176_p.jpg,True,HTTP 404
casent0101178,Camponotus,test,865114716,,https://www.antweb.org/images/casent0101178/casent0101178_p_1_high.jpg,data/images/Camponotus/casent0101178_p.jpg,True,HTTP 404
casent0101179,Camponotus,train,865114733,,https://www.antweb.org/images/casent0101179/casent0101179_p_1_high.jpg,data/images/Camponotus/casent0101179_p.jpg,True,HTTP 404
casent0101180,Camponotus,train,865114756,,https://www.antweb.org/images/casent0101180/casent0101180_p_1_high.jpg,data/images/Camponotus/casent0101180_p.jpg,True,HTTP 404
casent0101181,Camponotus,train,865114774,,https://www.antweb.org/images/casent0101181/casent0101181_p_1_high.jpg,data/images/Camponotus/casent0101181_p.jpg,True,HTTP 404
casent0101186,Camponotus,test,865113891,,https://www.antweb.org/images/casent0101186/casent0101186_p_1_high.jpg,data/images/Camponotus/casent0101186_p.jpg,True,HTTP 404
casent0101193,Camponotus,train,865114050,,https://www.antweb.org/images/casent0101193/casent0101193_p_1_high.jpg,data/images/Camponotus/casent0101193_p.jpg,True,HTTP 404
casent0101194,Camponotus,train,865114084,,https://www.antweb.org/images/casent0101194/casent0101194_p_1_high.jpg,data/images/Camponotus/casent0101194_p.jpg,True,HTTP 404
casent0101195,Camponotus,train,865114104,,https://www.antweb.org/images/casent0101195/casent0101195_p_1_high.jpg,data/images/Camponotus/casent0101195_p.jpg,True,HTTP 404
casent0101196,Camponotus,train,865114126,,https://www.antweb.org/images/casent0101196/casent0101196_p_1_high.jpg,data/images/Camponotus/casent0101196_p.jpg,True,HTTP 404
casent0101197,Camponotus,train,865114152,,https://www.antweb.org/images/casent0101197/casent0101197_p_1_high.jpg,data/images/Camponotus/casent0101197_p.jpg,True,HTTP 404
casent0101198,Camponotus,train,865114179,,https://www.antweb.org/images/casent0101198/casent0101198_p_1_high.jpg,data/images/Camponotus/casent0101198_p.jpg,True,HTTP 404
casent0101202,Camponotus,train,865114279,,https://www.antweb.org/images/casent0101202/casent0101202_p_1_high.jpg,data/images/Camponotus/casent0101202_p.jpg,False,
casent0101205,Camponotus,test,865114355,,https://www.antweb.org/images/casent0101205/casent0101205_p_1_high.jpg,data/images/Camponotus/casent0101205_p.jpg,True,HTTP 404
casent0101206,Camponotus,train,865114379,,https://www.antweb.org/images/casent0101206/casent0101206_p_1_high.jpg,data/images/Camponotus/casent0101206_p.jpg,True,HTTP 404
casent0101208,Cardiocondyla,test,865114427,,https://www.antweb.org/images/casent0101208/casent0101208_p_1_high.jpg,data/images/Cardiocondyla/casent0101208_p.jpg,True,HTTP 404
casent0101209,Cardiocondyla,train,865114450,,https://www.antweb.org/images/casent0101209/casent0101209_p_1_high.jpg,data/images/Cardiocondyla/casent0101209_p.jpg,True,HTTP 404
casent0101218,Cardiocondyla,train,865114623,,https://www.antweb.org/images/casent0101218/casent0101218_p_1_high.jpg,data/images/Cardiocondyla/casent0101218_p.jpg,True,HTTP 404
casent0101219,Cardiocondyla,train,865114640,,https://www.antweb.org/images/casent0101219/casent0101219_p_1_high.jpg,data/images/Cardiocondyla/casent0101219_p.jpg,True,HTTP 404
casent0101230,Meranoplus,train,865113873,,https://www.antweb.org/images/casent0101230/casent0101230_p_1_high.jpg,data/images/Meranoplus/casent0101230_p.jpg,True,HTTP 404
casent0101231,Meranoplus,test,865113899,,https://www.antweb.org/images/casent0101231/casent0101231_p_1_high.jpg,data/images/Meranoplus/casent0101231_p.jpg,True,HTTP 404
casent0101236,Meranoplus,train,865114023,,https://www.antweb.org/images/casent0101236/casent0101236_p_1_high.jpg,data/images/Meranoplus/casent0101236_p.jpg,True,HTTP 404
casent0101237,Meranoplus,train,865114064,,https://www.antweb.org/images/casent0101237/casent0101237_p_1_high.jpg,data/images/Meranoplus/casent0101237_p.jpg,True,HTTP 404
casent0101238,Meranoplus,train,865114090,,https://www.antweb.org/images/casent0101238/casent0101238_p_1_high.jpg,data/images/Meranoplus/casent0101238_p.jpg,True,HTTP 404
casent0101239,Meranoplus,test,865114114,,https://www.antweb.org/images/casent0101239/casent0101239_p_1_high.jpg,data/images/Meranoplus/casent0101239_p.jpg,True,HTTP 404
casent0101240,Cataulacus,train,865114139,,https://www.antweb.org/images/casent0101240/casent0101240_p_1_high.jpg,data/images/Cataulacus/casent0101240_p.jpg,True,HTTP 404
casent0101241,Cataulacus,train,865114162,,https://www.antweb.org/images/casent0101241/casent0101241_p_1_high.jpg,data/images/Cataulacus/casent0101241_p.jpg,True,HTTP 404
casent0101245,Cataulacus,train,865114263,,https://www.antweb.org/images/casent0101245/casent0101245_p_1_high.jpg,data/images/Cataulacus/casent0101245_p.jpg,True,HTTP 404
casent0101246,Cataulacus,train,865114283,,https://www.antweb.org/images/casent0101246/casent0101246_p_1_high.jpg,data/images/Cataulacus/casent0101246_p.jpg,True,HTTP 404
casent0101247,Cataulacus,test,865114306,,https://www.antweb.org/images/casent0101247/casent0101247_p_1_high.jpg,data/images/Cataulacus/casent0101247_p.jpg,True,HTTP 404
casent0101248,Cataulacus,test,865114336,,https://www.antweb.org/images/casent0101248/casent0101248_p_1_high.jpg,data/images/Cataulacus/casent0101248_p.jpg,True,HTTP 404
casent0101253,Strumigenys,train,865114451,,https://www.antweb.org/images/casent0101253/casent0101253_p_1_high.jpg,data/images/Strumigenys/casent0101253_p.jpg,False,
casent0101254,Strumigenys,train,865114471,,https://www.antweb.org/images/casent0101254/casent0101254_p_1_high.jpg,data/images/Strumigenys/casent0101254_p.jpg,True,HTTP 404
casent0101255,Tapinoma,train,865114491,,https://www.antweb.org/images/casent0101255/casent0101255_p_1_high.jpg,data/images/Tapinoma/casent0101255_p.jpg,True,HTTP 404
casent0101256,Tapinoma,train,865114512,,https://www.antweb.org/images/casent0101256/casent0101256_p_1_high.jpg,data/images/Tapinoma/casent0101256_p.jpg,True,HTTP 404
casent0101257,Tetramorium,train,865114538,,https://www.antweb.org/images/casent0101257/casent0101257_p_1_high.jpg,data/images/Tetramorium/casent0101257_p.jpg,True,HTTP 404
casent0101258,Tetramorium,train,865114556,,https://www.antweb.org/images/casent0101258/casent0101258_p_1_high.jpg,data/images/Tetramorium/casent0101258_p.jpg,True,HTTP 404
casent0101259,Tetramorium,train,865114573,,https://www.antweb.org/images/casent0101259/casent0101259_p_1_high.jpg,data/images/Tetramorium/casent0101259_p.jpg,True,HTTP 404
casent0101260,Tetramorium,train,865114596,,https://www.antweb.org/images/casent0101260/casent0101260_p_1_high.jpg,data/images/Tetramorium/casent0101260_p.jpg,True,HTTP 404
casent0101265,Tetramorium,train,865114679,,https://www.antweb.org/images/casent0101265/casent0101265_p_1_high.jpg,data/images/Tetramorium/casent0101265_p.jpg,True,HTTP 404
casent0101266,Tetramorium,train,865114695,,https://www.antweb.org/images/casent0101266/casent0101266_p_1_high.jpg,data/images/Tetramorium/casent0101266_p.jpg,True,HTTP 404
casent0101267,Tetramorium,train,865114712,,https://www.antweb.org/images/casent0101267/casent0101267_p_1_high.jpg,data/images/Tetramorium/casent0101267_p.jpg,True,HTTP 404
casent0101268,Tetramorium,train,865114730,,https://www.antweb.org/images/casent0101268/casent0101268_p_1_high.jpg,data/images/Tetramorium/casent0101268_p.jpg,True,HTTP 404
casent0101269,Tetramorium,test,865114746,,https://www.antweb.org/images/casent0101269/casent0101269_p_1_high.jpg,data/images/Tetramorium/casent0101269_p.jpg,True,HTTP 404
casent0101270,Tetramorium,train,865114767,,https://www.antweb.org/images/casent0101270/casent0101270_p_1_high.jpg,data/images/Tetramorium/casent0101270_p.jpg,True,HTTP 404
casent0101277,Tetramorium,train,865114882,,https://www.antweb.org/images/casent0101277/casent0101277_p_1_high.jpg,data/images/Tetramorium/casent0101277_p.jpg,True,HTTP 404
casent0101278,Tetramorium,train,865114905,,https://www.antweb.org/images/casent0101278/casent0101278_p_1_high.jpg,data/images/Tetramorium/casent0101278_p.jpg,True,HTTP 404
casent0101279,Tetramorium,train,865113882,,https://www.antweb.org/images/casent0101279/casent0101279_p_1_high.jpg,data/images/Tetramorium/casent0101279_p.jpg,True,HTTP 404
casent0101280,Tetramorium,test,865113908,,https://www.antweb.org/images/casent0101280/casent0101280_p_1_high.jpg,data/images/Tetramorium/casent0101280_p.jpg,True,HTTP 404
casent0101281,Tetramorium,train,865113929,,https://www.antweb.org/images/casent0101281/casent0101281_p_1_high.jpg,data/images/Tetramorium/casent0101281_p.jpg,True,HTTP 404
casent0101282,Tetramorium,train,865113953,,https://www.antweb.org/images/casent0101282/casent0101282_p_1_high.jpg,data/images/Tetramorium/casent0101282_p.jpg,True,HTTP 404
casent0101283,Tetramorium,train,865113976,,https://www.antweb.org/images/casent0101283/casent0101283_p_1_high.jpg,data/images/Tetramorium/casent0101283_p.jpg,True,HTTP 404
casent0101284,Tetramorium,train,865114004,,https://www.antweb.org/images/casent0101284/casent0101284_p_1_high.jpg,data/images/Tetramorium/casent0101284_p.jpg,True,HTTP 404
casent0101285,Tetramorium,test,865114031,,https://www.antweb.org/images/casent0101285/casent0101285_p_1_high.jpg,data/images/Tetramorium/casent0101285_p.jpg,True,HTTP 404
casent0101286,Tetramorium,train,865114045,,https://www.antweb.org/images/casent0101286/casent0101286_p_1_high.jpg,data/images/Tetramorium/casent0101286_p.jpg,True,HTTP 404
casent0101287,Tetramorium,train,865114068,,https://www.antweb.org/images/casent0101287/casent0101287_p_1_high.jpg,data/images/Tetramorium/casent0101287_p.jpg,True,HTTP 404
casent0101288,Tetramorium,train,865114092,,https://www.antweb.org/images/casent0101288/casent0101288_p_1_high.jpg,data/images/Tetramorium/casent0101288_p.jpg,True,HTTP 404
casent0101289,Tetramorium,test,865114113,,https://www.antweb.org/images/casent0101289/casent0101289_p_1_high.jpg,data/images/Tetramorium/casent0101289_p.jpg,True,HTTP 404
casent0101290,Tetramorium,train,865114136,,https://www.antweb.org/images/casent0101290/casent0101290_p_1_high.jpg,data/images/Tetramorium/casent0101290_p.jpg,True,HTTP 404
casent0101291,Tetramorium,train,865114158,,https://www.antweb.org/images/casent0101291/casent0101291_p_1_high.jpg,data/images/Tetramorium/casent0101291_p.jpg,True,HTTP 404
casent0101292,Tetramorium,train,865114182,,https://www.antweb.org/images/casent0101292/casent0101292_p_1_high.jpg,data/images/Tetramorium/casent0101292_p.jpg,True,HTTP 404
casent0101293,Tetramorium,train,865114207,,https://www.antweb.org/images/casent0101293/casent0101293_p_1_high.jpg,data/images/Tetramorium/casent0101293_p.jpg,True,HTTP 404
casent0101294,Tetramorium,train,865114231,,https://www.antweb.org/images/casent0101294/casent0101294_p_1_high.jpg,data/images/Tetramorium/casent0101294_p.jpg,True,HTTP 404
casent0101297,Tetramorium,train,865114297,,https://www.antweb.org/images/casent0101297/casent0101297_p_1_high.jpg,data/images/Tetramorium/casent0101297_p.jpg,True,HTTP 404
casent0101298,Tetramorium,train,865114325,,https://www.antweb.org/images/casent0101298/casent0101298_p_1_high.jpg,data/images/Tetramorium/casent0101298_p.jpg,True,HTTP 404
casent0101299,Nylanderia,test,865114348,,https://www.antweb.org/images/casent0101299/casent0101299_p_1_high.jpg,data/images/Nylanderia/casent0101299_p.jpg,True,HTTP 404
casent0101300,Nylanderia,train,865114373,,https://www.antweb.org/images/casent0101300/casent0101300_p_1_high.jpg,data/images/Nylanderia/casent0101300_p.jpg,True,HTTP 404
casent0101311,Nylanderia,train,865114583,,https://www.antweb.org/images/casent0101311/casent0101311_p_1_high.jpg,data/images/Nylanderia/casent0101311_p.jpg,True,HTTP 404
casent0101312,Nylanderia,train,865114601,,https://www.antweb.org/images/casent0101312/casent0101312_p_1_high.jpg,data/images/Nylanderia/casent0101312_p.jpg,True,HTTP 404
casent0101315,Nylanderia,train,865114651,,https://www.antweb.org/images/casent0101315/casent0101315_p_1_high.jpg,data/images/Nylanderia/casent0101315_p.jpg,True,HTTP 404
casent0101316,Nylanderia,test,865114669,,https://www.antweb.org/images/casent0101316/casent0101316_p_1_high.jpg,data/images/Nylanderia/casent0101316_p.jpg,False,
casent0101318,Nylanderia,train,865114686,,https://www.antweb.org/images/casent0101318/casent0101318_p_1_high.jpg,data/images/Nylanderia/casent0101318_p.jpg,True,HTTP 404
casent0101319,Nylanderia,train,865114702,,https://www.antweb.org/images/casent0101319/casent0101319_p_1_high.jpg,data/images/Nylanderia/casent0101319_p.jpg,True,HTTP 404
casent0101320,Nylanderia,train,865114720,,https://www.antweb.org/images/casent0101320/casent0101320_p_1_high.jpg,data/images/Nylanderia/casent0101320_p.jpg,True,HTTP 404
casent0101321,Pheidole,train,865114736,,https://www.antweb.org/images/casent0101321/casent0101321_p_1_high.jpg,data/images/Pheidole/casent0101321_p.jpg,True,HTTP 404
casent0101322,Pheidole,train,865114753,,https://www.antweb.org/images/casent0101322/casent0101322_p_1_high.jpg,data/images/Pheidole/casent0101322_p.jpg,True,HTTP 404
casent0101323,Pheidole,train,865114769,,https://www.antweb.org/images/casent0101323/casent0101323_p_1_high.jpg,data/images/Pheidole/casent0101323_p.jpg,True,HTTP 404
casent0101324,Pheidole,train,865114782,,https://www.antweb.org/images/casent0101324/casent0101324_p_1_high.jpg,data/images/Pheidole/casent0101324_p.jpg,True,HTTP 404
casent0101326,Pheidole,train,865114811,,https://www.antweb.org/images/casent0101326/casent0101326_p_1_high.jpg,data/images/Pheidole/casent0101326_p.jpg,True,HTTP 404
casent0101327,Pheidole,test,865114826,,https://www.antweb.org/images/casent0101327/casent0101327_p_1_high.jpg,data/images/Pheidole/casent0101327_p.jpg,True,HTTP 404
casent0101328,Pheidole,train,865114841,,https://www.antweb.org/images/casent0101328/casent0101328_p_1_high.jpg,data/images/Pheidole/casent0101328_p.jpg,True,HTTP 404
casent0101329,Pheidole,train,865114855,,https://www.antweb.org/images/casent0101329/casent0101329_p_1_high.jpg,data/images/Pheidole/casent0101329_p.jpg,True,HTTP 404
casent0101330,Pheidole,train,865114873,,https://www.antweb.org/images/casent0101330/casent0101330_p_1_high.jpg,data/images/Pheidole/casent0101330_p.jpg,True,HTTP 404
casent0101331,Pheidole,train,865114892,,https://www.antweb.org/images/casent0101331/casent0101331_p_1_high.jpg,data/images/Pheidole/casent0101331_p.jpg,True,HTTP 404
casent0101332,Pheidole,train,865114912,,https://www.antweb.org/images/casent0101332/casent0101332_p_1_high.jpg,data/images/Pheidole/casent0101332_p.jpg,True,HTTP 404
casent0101333,Pheidole,test,865114930,,https://www.antweb.org/images/casent0101333/casent0101333_p_1_high.jpg,data/images/Pheidole/casent0101333_p.jpg,True,HTTP 404
casent0101334,Camponotus,train,865113955,,https://www.antweb.org/images/casent0101334/casent0101334_p_1_high.jpg,data/images/Camponotus/casent0101334_p.jpg,True,HTTP 404
casent0101335,Camponotus,test,865113978,,https://www.antweb.org/images/casent0101335/casent0101335_p_1_high.jpg,data/images/Camponotus/casent0101335_p.jpg,True,HTTP 404
casent0101336,Camponotus,train,865114005,,https://www.antweb.org/images/casent0101336/casent0101336_p_1_high.jpg,data/images/Camponotus/casent0101336_p.jpg,True,HTTP 404
casent0101337,Camponotus,train,865114032,,https://www.antweb.org/images/casent0101337/casent0101337_p_1_high.jpg,data/images/Camponotus/casent0101337_p.jpg,True,HTTP 404
casent0101338,Camponotus,test,865114061,,https://www.antweb.org/images/casent0101338/casent0101338_p_1_high.jpg,data/images/Camponotus/casent0101338_p.jpg,True,HTTP 404
casent0101339,Camponotus,train,865114086,,https://www.antweb.org/images/casent0101339/casent0101339_p_1_high.jpg,data/images/Camponotus/casent0101339_p.jpg,True,HTTP 404
casent0101342,Camponotus,test,865114170,,https://www.antweb.org/images/casent0101342/casent0101342_p_1_high.jpg,data/images/Camponotus/casent0101342_p.jpg,True,HTTP 404
casent0101343,Camponotus,train,865114195,,https://www.antweb.org/images/casent0101343/casent0101343_p_1_high.jpg,data/images/Camponotus/casent0101343_p.jpg,True,HTTP 404
casent0101346,Camponotus,train,865114271,,https://www.antweb.org/images/casent0101346/casent0101346_p_1_high.jpg,data/images/Camponotus/casent0101346_p.jpg,True,HTTP 404
casent0101347,Camponotus,train,865114301,,https://www.antweb.org/images/casent0101347/casent0101347_p_1_high.jpg,data/images/Camponotus/casent0101347_p.jpg,True,HTTP 404
casent0101348,Camponotus,train,865114327,,https://www.antweb.org/images/casent0101348/casent0101348_p_1_high.jpg,data/images/Camponotus/casent0101348_p.jpg,True,HTTP 404
casent0101349,Camponotus,train,865114354,,https://www.antweb.org/images/casent0101349/casent0101349_p_1_high.jpg,data/images/Camponotus/casent0101349_p.jpg,True,HTTP 404
casent0101350,Camponotus,test,865114377,,https://www.antweb.org/images/casent0101350/casent0101350_p_1_high.jpg,data/images/Camponotus/casent0101350_p.jpg,True,HTTP 404
casent0101351,Camponotus,test,865114400,,https://www.antweb.org/images/casent0101351/casent0101351_p_1_high.jpg,data/images/Camponotus/casent0101351_p.jpg,True,HTTP 404
casent0101352,Camponotus,train,865114425,,https://www.antweb.org/images/casent0101352/casent0101352_p_1_high.jpg,data/images/Camponotus/casent0101352_p.jpg,True,HTTP 404
casent0101353,Camponotus,train,865114443,,https://www.antweb.org/images/casent0101353/casent0101353_p_1_high.jpg,data/images/Camponotus/casent0101353_p.jpg,True,HTTP 404
casent0101354,Camponotus,train,865114473,,https://www.antweb.org/images/casent0101354/casent0101354_p_1_high.jpg,data/images/Camponotus/casent0101354_p.jpg,True,HTTP 404
casent0101356,Camponotus,test,865114507,,https://www.antweb.org/images/casent0101356/casent0101356_p_1_high.jpg,data/images/Camponotus/casent0101356_p.jpg,True,HTTP 404
casent0101357,Camponotus,train,865114529,,https://www.antweb.org/images/casent0101357/casent0101357_p_1_high.jpg,data/images/Camponotus/casent0101357_p.jpg,True,HTTP 404
casent0101358,Camponotus,train,865114546,,https://www.antweb.org/images/casent0101358/casent0101358_p_1_high.jpg,data/images/Camponotus/casent0101358_p.jpg,True,HTTP 404
casent0101359,Camponotus,train,865114563,,https://www.antweb.org/images/casent0101359/casent0101359_p_1_high.jpg,data/images/Camponotus/casent0101359_p.jpg,True,HTTP 404
casent0101360,Camponotus,train,865114580,,https://www.antweb.org/images/casent0101360/casent0101360_p_1_high.jpg,data/images/Camponotus/casent0101360_p.jpg,True,HTTP 404
casent0101362,Camponotus,train,865114614,,https://www.antweb.org/images/casent0101362/casent0101362_p_1_high.jpg,data/images/Camponotus/casent0101362_p.jpg,True,HTTP 404
casent0101363,Camponotus,train,865114631,,https://www.antweb.org/images/casent0101363/casent0101363_p_1_high.jpg,data/images/Camponotus/casent0101363_p.jpg,True,HTTP 404
casent0101364,Camponotus,test,865114646,,https://www.antweb.org/images/casent0101364/casent0101364_p_1_high.jpg,data/images/Camponotus/casent0101364_p.jpg,True,HTTP 404
casent0101365,Camponotus,train,865114660,,https://www.antweb.org/images/casent0101365/casent0101365_p_1_high.jpg,data/images/Camponotus/casent0101365_p.jpg,True,HTTP 404
casent0101366,Camponotus,train,865114678,,https://www.antweb.org/images/casent0101366/casent0101366_p_1_high.jpg,data/images/Camponotus/casent0101366_p.jpg,True,HTTP 404
casent0101367,Camponotus,test,865114699,,https://www.antweb.org/images/casent0101367/casent0101367_p_1_high.jpg,data/images/Camponotus/casent0101367_p.jpg,True,HTTP 404
casent0101368,Camponotus,train,865114715,,https://www.antweb.org/images/casent0101368/casent0101368_p_1_high.jpg,data/images/Camponotus/casent0101368_p.jpg,True,HTTP 404
casent0101369,Camponotus,test,865114735,,https://www.antweb.org/images/casent0101369/casent0101369_p_1_high.jpg,data/images/Camponotus/casent0101369_p.jpg,True,HTTP 404
casent0101370,Camponotus,train,865114755,,https://www.antweb.org/images/casent0101370/casent0101370_p_1_high.jpg,data/images/Camponotus/casent0101370_p.jpg,True,HTTP 404
casent0101373,Camponotus,train,865114798,,https://www.antweb.org/images/casent0101373/casent0101373_p_1_high.jpg,data/images/Camponotus/casent0101373_p.jpg,True,HTTP 404
casent0101374,Camponotus,train,865114813,,https://www.antweb.org/images/casent0101374/casent0101374_p_1_high.jpg,data/images/Camponotus/casent0101374_p.jpg,True,HTTP 404
casent0101375,Camponotus,train,865114828,,https://www.antweb.org/images/casent0101375/casent0101375_p_1_high.jpg,data/images/Camponotus/casent0101375_p.jpg,True,HTTP 404
casent0101376,Camponotus,train,865114844,,https://www.antweb.org/images/casent0101376/casent0101376_p_1_high.jpg,data/images/Camponotus/casent0101376_p.jpg,True,HTTP 404
casent0101377,Camponotus,train,865114861,,https://www.antweb.org/images/casent0101377/casent0101377_p_1_high.jpg,data/images/Camponotus/casent0101377_p.jpg,True,HTTP 404
casent0101378,Camponotus,test,865114883,,https://www.antweb.org/images/casent0101378/casent0101378_p_1_high.jpg,data/images/Camponotus/casent0101378_p.jpg,True,HTTP 404
casent0101379,Camponotus,train,865114904,,https://www.antweb.org/images/casent0101379/casent0101379_p_1_high.jpg,data/images/Camponotus/casent0101379_p.jpg,True,HTTP 404
casent0101380,Camponotus,train,865114924,,https://www.antweb.org/images/casent0101380/casent0101380_p_1_high.jpg,data/images/Camponotus/casent0101380_p.jpg,True,HTTP 404
casent0101381,Camponotus,train,865114944,,https://www.antweb.org/images/casent0101381/casent0101381_p_1_high.jpg,data/images/Camponotus/casent0101381_p.jpg,True,HTTP 404
casent0101382,Camponotus,train,865114964,,https://www.antweb.org/images/casent0101382/casent0101382_p_1_high.jpg,data/images/Camponotus/casent0101382_p.jpg,True,HTTP 404
casent0101383,Camponotus,train,865114985,,https://www.antweb.org/images/casent0101383/casent0101383_p_1_high.jpg,data/images/Camponotus/casent0101383_p.jpg,True,HTTP 404
casent0101384,Camponotus,train,865113980,,https://www.antweb.org/images/casent0101384/casent0101384_p_1_high.jpg,data/images/Camponotus/casent0101384_p.jpg,True,HTTP 404
casent0101386,Camponotus,train,865114025,,https://www.antweb.org/images/casent0101386/casent0101386_p_1_high.jpg,data/images/Camponotus/casent0101386_p.jpg,True,HTTP 404
casent0101388,Camponotus,train,865114067,,https://www.antweb.org/images/casent0101388/casent0101388_p_1_high.jpg,data/images/Camponotus/casent0101388_p.jpg,True,HTTP 404
casent0101389,Camponotus,train,865114093,,https://www.antweb.org/images/casent0101389/casent0101389_p_1_high.jpg,data/images/Camponotus/casent0101389_p.jpg,True,HTTP 404
casent0101390,Camponotus,train,865114116,,https://www.antweb.org/images/casent0101390/casent0101390_p_1_high.jpg,data/images/Camponotus/casent0101390_p.jpg,True,HTTP 404
casent0101391,Camponotus,train,865114134,,https://www.antweb.org/images/casent0101391/casent0101391_p_1_high.jpg,data/images/Camponotus/casent0101391_p.jpg,True,HTTP 404
casent0101392,Camponotus,train,865114159,,https://www.antweb.org/images/casent0101392/casent0101392_p_1_high.jpg,data/images/Camponotus/casent0101392_p.jpg,True,HTTP 404
casent0101393,Camponotus,train,865114184,,https://www.antweb.org/images/casent0101393/casent0101393_p_1_high.jpg,data/images/Camponotus/casent0101393_p.jpg,True,HTTP 404
casent0101395,Tetraponera,train,865114235,1893-12-31,https://www.antweb.org/images/casent0101395/casent0101395_p_1_high.jpg,data/images/Tetraponera/casent0101395_p.jpg,True,HTTP 404
casent0101396,Tetraponera,test,865114257,,https://www.antweb.org/images/casent0101396/casent0101396_p_1_high.jpg,data/images/Tetraponera/casent0101396_p.jpg,True,HTTP 404
casent0101398,Leptogenys,train,865114309,,https://www.antweb.org/images/casent0101398/casent0101398_p_1_high.jpg,data/images/Leptogenys/casent0101398_p.jpg,True,HTTP 404
casent0101399,Proceratium,train,865114338,1969-11-26,https://www.antweb.org/images/casent0101399/casent0101399_p_1_high.jpg,data/images/Proceratium/casent0101399_p.jpg,True,HTTP 404
